transaction_id,customer_id,billing_date,store_id,region,item_id,item_name,category,quantity,unit_price,discount,total_amount
T0345,C061,2024/01/02,S003,North,I067,Laptop,,4,27254,0,109016
T0045,C048,2024-02-05,S002,West,I004,Laptop,Electronics,3,28787,1000,85361
T0545,C136,01-03-2024,S002,North,I089,TV,Furniture,2,7248,1000,13496
T0944,C091,2024-01-01,S002,North,I088,Chair,Furniture,-2,12955,1000,-26910
T0077,C158,2024/01/02,S003,North,I009,Chair,,0,28616,1000,-1000
T0729,C123,2024/01/02,S001,West,I007,Laptop,Electronics,2,15573,500,30646
T0812,C060,01-03-2024,S003,South,I011,Table,Furniture,0,30385,1000,-1000
T0922,C047,2024-02-05,S004,South,I063,Table,,4,22657,,90628
T0072,C152,2024-02-05,S003,West,I058,TV,electronics,3,42602,1000,126806
T0793,C163,2024-01-01,S001,South,I066,Laptop,,-2,14319,500,-29138
T0248,C135,2024-02-05,S001,East,I090,Laptop,Electronics,4,44106,,176424
T0046,C057,2024/01/02,S004,South,I049,Chair,Electronics,-2,47225,500,-94950
T0120,C100,2024-02-05,S002,East,I022,TV,Furniture,-1,40065,500,-40565
T0213,C111,2024-01-01,S001,East,I039,Phone,electronics,2,34570,,69140
T0238,C172,2024/01/02,S001,East,I096,Table,Electronics,3,38397,500,114691
T0055,C061,2024-02-05,S001,West,I077,Table,Furniture,3,40084,1000,119252
T0349,C038,2024-02-05,S004,South,I086,Laptop,,3,45480,0,136440
T0106,C057,01-03-2024,S001,South,I094,TV,,4,40523,0,162092
T0830,C098,2024-01-01,S002,West,I076,Phone,Electronics,1,38285,0,38285
T0047,C191,2024-02-05,S004,West,I075,Table,electronics,0,49001,,0
T0572,C043,01-03-2024,S002,South,I098,TV,Furniture,-2,6424,,-12848
T0336,C028,2024/01/02,S001,West,I017,Phone,Electronics,0,20357,,0
T0025,C058,01-03-2024,S001,West,I020,Laptop,Furniture,0,8413,0,0
T0803,C070,01-03-2024,S002,East,I000,Chair,,1,47327,0,47327
T0256,C091,2024-02-05,S004,West,I037,Table,Furniture,-2,26152,,-52304
T0007,C008,2024-02-05,S004,East,I040,Table,,-1,49517,0,-49517
T0624,C126,2024-02-05,S002,North,I041,Phone,electronics,3,24703,500,73609
T0866,C133,01-03-2024,S001,East,I008,Chair,electronics,2,21862,500,43224
T0252,C156,2024/01/02,S003,East,I022,TV,,0,18608,0,0
T0691,C185,2024-01-01,S002,West,I077,Laptop,Electronics,1,16915,,16915
T0718,C144,01-03-2024,S002,South,I010,TV,,1,5074,1000,4074
T0302,C143,2024-02-05,S002,North,I070,Phone,Furniture,2,20261,1000,39522
T0638,C130,2024-01-01,S001,North,I030,Table,Furniture,2,29830,0,59660
T0055,C020,2024/01/02,S004,North,I087,Table,Furniture,4,12823,1000,50292
T0725,C063,2024-01-01,S001,South,I025,TV,Electronics,-2,15573,,-31146
T0525,C089,2024-02-05,S002,North,I029,Laptop,electronics,0,1185,500,-500
T0473,C035,01-03-2024,S001,North,I033,Phone,electronics,0,22679,500,-500
T0027,C061,01-03-2024,S001,South,I045,Laptop,Furniture,2,22743,,45486
T0982,C169,2024-02-05,S002,North,I068,Phone,Electronics,3,26770,1000,79310
T0077,C075,01-03-2024,S001,West,I004,Laptop,Furniture,4,18969,0,75876
T0215,C169,2024-02-05,S003,West,I060,TV,electronics,-1,15871,500,-16371
T0385,C188,01-03-2024,S001,East,I082,Chair,,0,41160,1000,-1000
T0364,C012,01-03-2024,S001,East,I037,Phone,Furniture,1,10446,1000,9446
T0665,C010,01-03-2024,S004,East,I027,TV,Furniture,3,21562,500,64186
T0525,C053,2024/01/02,S004,West,I025,Table,Furniture,2,40070,500,79640
T0698,C015,2024/01/02,S002,West,I060,Table,electronics,0,19532,0,0
T0311,C007,2024-02-05,S002,West,I022,Laptop,Electronics,-2,13274,,-26548
T0882,C103,2024/01/02,S004,East,I045,Table,,2,17283,1000,33566
T0006,C058,2024-02-05,S003,East,I029,Chair,,1,29797,0,29797
T0002,C056,2024-01-01,S001,East,I066,Phone,,-2,5711,500,-11922
T0622,C039,2024-01-01,S003,East,I091,Laptop,Furniture,4,47059,,188236
T0918,C186,2024/01/02,S003,East,I032,Phone,electronics,2,22493,,44986
T0749,C129,2024-01-01,S004,East,I002,Phone,,2,25971,1000,50942
T0362,C093,2024-01-01,S002,West,I068,TV,Furniture,0,5363,,0
T0750,C137,01-03-2024,S001,South,I082,Table,Electronics,-2,41494,500,-83488
T0507,C043,01-03-2024,S002,South,I041,Phone,Furniture,4,22054,500,87716
T0273,C138,2024-02-05,S003,East,I061,Chair,,2,12096,500,23692
T0505,C079,2024-01-01,S003,South,I057,Chair,,3,10905,0,32715
T0805,C080,2024-02-05,S002,South,I056,Table,Electronics,1,9207,500,8707
T0738,C001,2024-02-05,S002,West,I000,Table,electronics,-2,10567,0,-21134
T0882,C177,2024-01-01,S004,East,I072,Laptop,Electronics,3,21124,500,62872
T0014,C139,2024/01/02,S002,East,I059,Laptop,Electronics,0,41707,500,-500
T0191,C114,2024-01-01,S002,South,I068,Laptop,,-1,18779,,-18779
T0984,C089,01-03-2024,S004,East,I058,Table,,4,12370,1000,48480
T0630,C022,2024-01-01,S002,East,I045,Phone,electronics,2,17915,500,35330
T0484,C145,2024/01/02,S003,East,I033,TV,,-1,21656,,-21656
T0027,C061,2024-02-05,S002,East,I096,Laptop,Electronics,2,13987,,27974
T0713,C112,2024-02-05,S001,South,I024,TV,Electronics,3,35229,1000,104687
T0038,C127,01-03-2024,S003,North,I041,Chair,electronics,0,24025,,0
T0952,C061,01-03-2024,S004,South,I028,Table,,0,12424,,0
T0272,C037,01-03-2024,S003,West,I024,Chair,,0,823,1000,-1000
T0230,C194,2024-02-05,S004,North,I053,Laptop,Electronics,0,34415,0,0
T0085,C165,01-03-2024,S001,North,I072,Phone,Electronics,-2,8375,1000,-17750
T0473,C194,2024-01-01,S001,North,I066,Laptop,,-2,13505,1000,-28010
T0125,C060,2024-02-05,S003,South,I014,TV,Furniture,2,1465,500,2430
T0811,C128,2024/01/02,S002,West,I003,Laptop,Electronics,-2,46527,500,-93554
T0536,C172,2024-02-05,S003,South,I037,Phone,Electronics,2,27438,0,54876
T0144,C155,2024-01-01,S003,West,I019,Phone,Electronics,4,3953,1000,14812
T0524,C148,2024-01-01,S001,South,I022,Table,electronics,-2,4782,1000,-10564
T0211,C121,01-03-2024,S004,South,I036,Table,,-2,44259,0,-88518
T0024,C109,2024-02-05,S003,South,I061,Phone,,-2,6060,500,-12620
T0579,C012,2024-02-05,S002,North,I007,Phone,,4,24827,1000,98308
T0393,C154,2024-02-05,S001,South,I036,TV,Electronics,1,24173,0,24173
T0066,C099,2024/01/02,S003,West,I044,Laptop,,4,21641,500,86064
T0232,C134,01-03-2024,S003,West,I096,Table,,0,19982,,0
T0108,C021,2024-01-01,S002,West,I032,TV,,4,48332,0,193328
T0145,C073,2024-01-01,S003,North,I006,Laptop,electronics,1,45154,0,45154
T0110,C180,01-03-2024,S003,South,I021,Table,electronics,-2,1667,1000,-4334
T0227,C131,2024-01-01,S003,South,I004,TV,Electronics,-2,24887,,-49774
T0110,C022,2024-01-01,S003,East,I014,Chair,,1,23153,500,22653
T0469,C118,01-03-2024,S002,North,I020,Chair,Electronics,3,26855,,80565
T0033,C069,2024-01-01,S003,West,I088,Table,Electronics,2,27899,1000,54798
T0622,C083,2024-02-05,S003,West,I016,TV,Electronics,0,37059,1000,-1000
T0775,C100,2024/01/02,S003,South,I055,Laptop,Electronics,4,9818,500,38772
T0935,C083,01-03-2024,S001,West,I049,Laptop,Electronics,2,23640,500,46780
T0368,C160,2024/01/02,S002,South,I006,TV,Electronics,3,25197,500,75091
T0747,C027,2024-01-01,S001,South,I049,Chair,electronics,0,23001,1000,-1000
T0594,C135,2024-01-01,S001,East,I059,TV,Furniture,-1,28622,500,-29122
T0553,C000,2024-02-05,S002,North,I082,Chair,electronics,0,38003,500,-500
T0424,C164,01-03-2024,S001,South,I006,Chair,Electronics,4,39619,500,157976
T0612,C062,2024-01-01,S001,South,I039,Laptop,Furniture,2,41077,0,82154
T0517,C021,01-03-2024,S001,South,I044,Table,Furniture,0,11772,500,-500
T0691,C069,01-03-2024,S002,East,I058,Phone,,-1,7274,1000,-8274
T0281,C124,01-03-2024,S003,South,I087,TV,Electronics,-1,18203,0,-18203
T0319,C148,01-03-2024,S004,North,I074,Chair,Electronics,-2,8161,1000,-17322
T0737,C095,01-03-2024,S004,North,I054,TV,electronics,4,20498,,81992
T0442,C162,2024/01/02,S002,West,I063,Table,Furniture,-1,32726,0,-32726
T0951,C078,2024-02-05,S004,North,I064,Table,Furniture,1,13365,500,12865
T0314,C004,01-03-2024,S002,West,I053,Phone,Electronics,2,33746,0,67492
T0876,C059,2024/01/02,S002,North,I095,Phone,,1,41653,1000,40653
T0965,C119,2024-01-01,S004,West,I039,Chair,Electronics,3,45798,0,137394
T0740,C045,01-03-2024,S001,South,I052,Phone,Furniture,1,39140,,39140
T0376,C177,2024-01-01,S003,East,I043,Chair,,2,29572,500,58644
T0288,C175,01-03-2024,S004,East,I062,Laptop,,3,45610,500,136330
T0436,C133,2024/01/02,S004,East,I001,Chair,Furniture,1,18093,,18093
T0661,C055,2024/01/02,S004,South,I078,Phone,Electronics,1,6814,1000,5814
T0276,C109,2024/01/02,S004,East,I020,TV,Electronics,4,29867,0,119468
T0709,C186,2024-02-05,S002,North,I087,Phone,Electronics,3,37977,1000,112931
T0581,C156,2024-01-01,S002,West,I049,Table,electronics,1,18932,1000,17932
T0502,C198,2024-02-05,S003,South,I080,Phone,electronics,-1,12849,1000,-13849
T0623,C103,01-03-2024,S003,East,I051,Laptop,,2,15988,500,31476
T0515,C076,2024-01-01,S004,North,I008,Chair,Electronics,2,35004,0,70008
T0349,C145,2024/01/02,S004,North,I098,Table,electronics,2,16120,500,31740
T0842,C001,2024-01-01,S004,South,I019,Chair,,1,39834,500,39334
T0445,C007,2024/01/02,S003,South,I082,Chair,Furniture,-1,34921,500,-35421
T0829,C074,2024-02-05,S004,East,I017,Phone,Furniture,2,7863,0,15726
T0349,C181,2024-02-05,S001,West,I083,TV,Electronics,0,46100,,0
T0606,C124,2024/01/02,S003,East,I029,Table,Furniture,2,32951,500,65402
T0663,C037,2024/01/02,S001,East,I064,Laptop,Furniture,-2,16125,500,-32750
T0822,C175,01-03-2024,S004,South,I023,Laptop,Furniture,0,26115,500,-500
T0136,C026,2024-02-05,S002,East,I087,TV,,2,15531,0,31062
T0758,C019,2024-02-05,S001,East,I046,TV,Furniture,1,19152,0,19152
T0898,C139,01-03-2024,S003,West,I082,Phone,Furniture,2,38099,1000,75198
T0242,C042,2024-02-05,S001,North,I093,Laptop,,-1,43279,500,-43779
T0542,C188,2024/01/02,S003,North,I089,Table,electronics,-1,41758,500,-42258
T0039,C030,2024-01-01,S004,West,I043,TV,,2,31092,0,62184
T0228,C090,2024-01-01,S001,North,I028,TV,electronics,4,45685,0,182740
T0547,C060,2024-02-05,S002,East,I076,TV,,1,42158,500,41658
T0919,C194,01-03-2024,S001,West,I067,Table,Electronics,1,6672,,6672
T0222,C108,2024/01/02,S002,West,I016,Laptop,Furniture,1,35762,1000,34762
T0005,C090,2024-01-01,S003,South,I096,Table,electronics,2,36285,1000,71570
T0321,C162,2024/01/02,S004,North,I004,Table,,2,16732,500,32964
T0467,C094,2024-02-05,S004,South,I091,Phone,electronics,-2,7910,1000,-16820
T0731,C142,2024-02-05,S002,East,I087,TV,electronics,-1,12774,1000,-13774
T0074,C143,2024-01-01,S003,West,I080,Laptop,Furniture,4,43017,500,171568
T0003,C012,2024-02-05,S004,East,I049,Phone,electronics,0,7980,1000,-1000
T0846,C112,01-03-2024,S003,North,I039,Phone,,0,12750,0,0
T0645,C034,2024-02-05,S002,South,I045,Chair,Electronics,-1,34983,500,-35483
T0117,C186,2024-02-05,S002,North,I050,TV,Electronics,3,39449,0,118347
T0880,C148,2024-02-05,S001,East,I010,Laptop,Furniture,-2,38519,500,-77538
T0605,C181,2024/01/02,S004,South,I011,Laptop,,-1,1906,0,-1906
T0503,C157,2024/01/02,S004,North,I012,Laptop,,-2,40168,1000,-81336
T0997,C047,2024-01-01,S001,East,I063,TV,Electronics,3,24971,,74913
T0946,C034,2024-01-01,S002,North,I007,Laptop,,-2,43051,0,-86102
T0573,C085,2024-01-01,S002,West,I064,Table,electronics,1,49091,0,49091
T0440,C165,2024-02-05,S002,South,I008,Table,Furniture,-1,47236,,-47236
T0193,C158,2024/01/02,S002,South,I091,TV,Electronics,0,5593,,0
T0846,C151,01-03-2024,S003,South,I001,Laptop,Furniture,2,32648,0,65296
T0714,C113,2024-02-05,S004,West,I077,Chair,electronics,3,4750,0,14250
T0391,C176,2024-02-05,S004,South,I012,Chair,Electronics,3,44935,0,134805
T0025,C099,2024-02-05,S002,West,I001,Chair,,2,16325,500,32150
T0434,C159,01-03-2024,S002,South,I067,Table,,-1,45460,0,-45460
T0172,C182,2024-01-01,S002,North,I075,Chair,electronics,4,892,0,3568
T0299,C185,01-03-2024,S004,North,I047,Laptop,Electronics,2,29903,,59806
T0644,C098,2024-01-01,S004,North,I073,Laptop,Furniture,-2,33957,,-67914
T0325,C002,01-03-2024,S002,North,I002,Chair,Electronics,2,20981,500,41462
T0409,C196,2024/01/02,S003,West,I067,Phone,,-2,33657,500,-67814
T0117,C084,2024-02-05,S001,East,I005,Chair,Electronics,-2,4294,1000,-9588
T0835,C124,2024-02-05,S001,East,I086,Phone,Electronics,0,12658,0,0
T0786,C137,2024-02-05,S001,North,I004,TV,,2,26474,0,52948
T0723,C082,2024-01-01,S004,East,I002,TV,,4,20941,,83764
T0224,C024,01-03-2024,S004,East,I009,Laptop,Furniture,0,13575,1000,-1000
T0531,C067,2024/01/02,S001,South,I042,Table,Electronics,4,6771,0,27084
T0112,C060,01-03-2024,S001,West,I018,Laptop,,2,31864,1000,62728
T0139,C028,2024-02-05,S003,North,I013,Laptop,electronics,4,6061,500,23744
T0558,C126,2024/01/02,S004,East,I020,Table,,-2,44916,0,-89832
T0000,C018,2024/01/02,S004,East,I042,Laptop,Furniture,4,5255,0,21020
T0089,C170,2024-02-05,S001,North,I027,Table,Furniture,2,33181,500,65862
T0653,C193,01-03-2024,S003,South,I020,Laptop,electronics,3,332,0,996
T0319,C073,2024-02-05,S003,North,I035,TV,Furniture,3,9321,500,27463
T0549,C060,01-03-2024,S001,South,I023,Phone,Electronics,0,44666,500,-500
T0804,C170,2024/01/02,S001,East,I053,Laptop,Furniture,1,24333,1000,23333
T0893,C152,2024/01/02,S004,West,I037,Phone,electronics,3,2811,,8433
T0138,C019,2024-02-05,S001,South,I016,Chair,Furniture,4,12631,,50524
T0510,C047,2024/01/02,S002,South,I021,Laptop,electronics,0,10580,500,-500
T0867,C086,2024-01-01,S003,North,I082,TV,Furniture,4,40808,1000,162232
T0844,C151,2024/01/02,S001,East,I044,Table,,1,12291,500,11791
T0258,C138,2024-01-01,S002,West,I073,TV,electronics,-1,2222,1000,-3222
T0672,C109,2024/01/02,S003,North,I060,Phone,Furniture,0,3879,1000,-1000
T0901,C182,2024-02-05,S002,North,I010,Table,Electronics,3,5754,,17262
T0689,C027,2024-02-05,S002,West,I060,TV,electronics,3,45242,,135726
T0009,C196,2024-01-01,S001,East,I037,TV,electronics,2,11269,1000,21538
T0260,C190,2024-02-05,S003,West,I065,TV,Furniture,1,1272,,1272
T0918,C058,2024/01/02,S002,North,I032,Table,,3,7417,1000,21251
T0649,C132,2024/01/02,S004,North,I042,TV,,2,259,0,518
T0171,C050,2024-02-05,S003,South,I030,TV,Furniture,1,2229,500,1729
T0897,C148,2024/01/02,S004,West,I034,Phone,Furniture,0,19562,,0
T0012,C011,01-03-2024,S001,West,I036,TV,Electronics,0,18713,500,-500
T0167,C049,01-03-2024,S004,West,I046,TV,Furniture,2,3017,,6034
T0641,C131,2024/01/02,S003,North,I099,Chair,electronics,0,19497,500,-500
T0595,C112,2024-02-05,S002,East,I022,Table,Furniture,2,26225,500,51950
T0320,C169,2024-01-01,S002,North,I035,Chair,Electronics,-2,45633,,-91266
T0318,C165,2024-02-05,S003,South,I039,Phone,Furniture,4,6426,,25704
T0612,C152,2024-01-01,S002,North,I089,Chair,Furniture,1,34447,,34447
T0328,C013,2024-02-05,S004,North,I088,Laptop,electronics,2,47377,,94754
T0784,C031,2024/01/02,S002,North,I080,Table,,1,14449,1000,13449
T0776,C138,01-03-2024,S002,South,I014,TV,Furniture,-2,34828,,-69656
T0970,C188,2024-02-05,S004,West,I036,Chair,Electronics,1,30892,,30892
T0910,C145,2024-01-01,S004,East,I003,Chair,Furniture,2,8002,,16004
T0919,C154,01-03-2024,S004,East,I021,TV,Furniture,4,14133,0,56532
T0549,C054,2024-01-01,S001,South,I080,TV,electronics,4,36712,500,146348
T0418,C181,2024/01/02,S004,West,I021,Phone,,0,37565,,0
T0605,C119,01-03-2024,S004,West,I080,Chair,,4,35258,,141032
T0094,C074,2024-01-01,S001,South,I077,Chair,,4,34287,500,136648
T0816,C020,2024-02-05,S002,North,I077,Laptop,Furniture,1,4017,500,3517
T0580,C171,2024/01/02,S004,West,I016,Laptop,electronics,1,28511,1000,27511
T0317,C132,2024/01/02,S003,East,I071,Chair,electronics,3,14306,500,42418
T0955,C086,2024/01/02,S004,South,I097,Laptop,Furniture,3,12720,500,37660
T0235,C168,2024-02-05,S004,East,I089,Chair,electronics,-2,11922,0,-23844
T0945,C058,2024-02-05,S001,North,I093,Table,,-1,37810,1000,-38810
T0333,C088,01-03-2024,S003,South,I085,Phone,electronics,4,8454,0,33816
T0884,C181,2024-02-05,S002,East,I079,Laptop,Furniture,0,24791,500,-500
T0375,C149,01-03-2024,S002,East,I093,Chair,Furniture,4,24054,,96216
T0458,C082,2024/01/02,S003,North,I079,Laptop,Electronics,2,5298,1000,9596
T0136,C064,01-03-2024,S004,South,I037,Phone,Electronics,-2,26146,500,-52792
T0929,C063,2024-01-01,S001,West,I023,Table,electronics,2,22486,500,44472
T0587,C070,2024/01/02,S003,West,I099,TV,electronics,2,11371,,22742
T0994,C003,2024/01/02,S003,East,I098,TV,Furniture,1,21626,,21626
T0546,C192,01-03-2024,S002,North,I005,Laptop,Electronics,-2,43898,,-87796
T0512,C142,2024/01/02,S001,East,I067,Chair,Electronics,-2,49794,1000,-100588
T0295,C103,2024-02-05,S003,North,I081,Phone,,3,25357,0,76071
T0319,C149,2024-01-01,S001,West,I005,Table,,0,8960,1000,-1000
T0917,C174,01-03-2024,S004,East,I025,Table,Furniture,-1,26745,,-26745
T0571,C092,01-03-2024,S002,East,I090,Table,Furniture,2,24289,1000,47578
T0831,C173,2024/01/02,S004,North,I040,TV,Furniture,4,15862,,63448
T0348,C141,2024-02-05,S001,South,I074,Phone,Furniture,0,1068,0,0
T0839,C177,2024/01/02,S004,North,I037,TV,Electronics,4,5900,1000,22600
T0778,C147,2024/01/02,S002,South,I079,Laptop,Furniture,3,24329,0,72987
T0872,C177,01-03-2024,S001,West,I082,Table,Furniture,0,31149,0,0
T0228,C111,2024/01/02,S003,East,I042,Phone,Electronics,2,29817,,59634
T0269,C160,2024-01-01,S004,East,I052,Table,,1,21867,1000,20867
T0827,C118,2024/01/02,S002,North,I014,TV,Furniture,1,7570,1000,6570
T0797,C058,2024/01/02,S003,North,I089,TV,,2,4919,0,9838
T0290,C042,01-03-2024,S002,West,I055,TV,Electronics,3,36103,,108309
T0724,C011,2024/01/02,S001,West,I055,Table,,3,21739,0,65217
T0164,C039,2024-02-05,S001,South,I030,Phone,Electronics,-2,49503,0,-99006
T0004,C117,01-03-2024,S004,West,I082,Phone,Furniture,-1,4400,0,-4400
T0850,C019,2024/01/02,S002,West,I056,Laptop,,4,47035,0,188140
T0378,C165,2024-01-01,S002,West,I050,Table,Furniture,1,48529,1000,47529
T0077,C130,2024-01-01,S002,West,I023,Laptop,electronics,-1,23893,500,-24393
T0409,C155,01-03-2024,S001,South,I057,Laptop,electronics,0,11171,1000,-1000
T0573,C183,01-03-2024,S004,West,I072,Laptop,,4,4098,,16392
T0131,C089,2024/01/02,S002,South,I086,Laptop,Electronics,4,41850,500,166900
T0600,C093,2024-02-05,S002,North,I003,TV,,4,5280,0,21120
T0748,C012,2024/01/02,S003,East,I009,Laptop,Electronics,0,12852,1000,-1000
T0041,C065,2024-01-01,S002,North,I062,Phone,electronics,2,30613,500,60726
T0088,C036,2024-02-05,S004,West,I072,Laptop,Electronics,2,38289,0,76578
T0401,C176,2024-02-05,S003,East,I082,TV,electronics,2,17979,1000,34958
T0295,C065,2024-02-05,S003,West,I014,Chair,,4,24462,500,97348
T0839,C035,2024/01/02,S003,West,I097,Chair,Furniture,3,46786,1000,139358
T0294,C181,2024-01-01,S001,North,I062,Chair,Furniture,1,14416,500,13916
T0615,C025,01-03-2024,S003,West,I018,Table,Furniture,-1,27744,,-27744
T0525,C074,2024/01/02,S002,North,I062,Phone,Electronics,0,10999,1000,-1000
T0799,C199,01-03-2024,S001,West,I055,TV,Furniture,-1,46067,1000,-47067
T0690,C107,2024-02-05,S001,South,I020,Chair,Electronics,1,24625,500,24125
T0636,C167,2024-02-05,S001,East,I033,TV,Furniture,4,5478,,21912
T0421,C042,2024/01/02,S001,North,I016,TV,Electronics,-1,48769,1000,-49769
T0864,C149,2024-01-01,S001,North,I017,Table,Electronics,4,2677,,10708
T0022,C147,2024-02-05,S001,East,I080,Chair,electronics,-1,21790,,-21790
T0574,C007,01-03-2024,S001,North,I065,Laptop,electronics,3,41001,1000,122003
T0142,C028,01-03-2024,S003,East,I050,TV,,2,34103,0,68206
T0992,C039,2024/01/02,S004,South,I064,Chair,electronics,3,15741,500,46723
T0664,C157,01-03-2024,S002,West,I042,TV,Electronics,3,3759,1000,10277
T0144,C127,2024-01-01,S002,South,I056,Table,electronics,4,11947,,47788
T0224,C083,2024-02-05,S003,West,I009,Table,electronics,-1,21852,500,-22352
T0502,C115,01-03-2024,S003,East,I036,Laptop,electronics,-1,16540,1000,-17540
T0961,C182,01-03-2024,S001,South,I047,Table,Electronics,3,10184,500,30052
T0973,C143,2024-02-05,S004,West,I068,Chair,Electronics,-1,7572,500,-8072
T0820,C173,2024/01/02,S001,East,I055,Table,,3,19053,,57159
T0615,C061,01-03-2024,S003,West,I075,Laptop,electronics,-2,20564,0,-41128
T0103,C006,2024/01/02,S001,North,I035,Phone,electronics,3,48464,0,145392
T0946,C044,2024/01/02,S002,North,I030,TV,Electronics,0,22861,500,-500
T0038,C186,01-03-2024,S002,East,I054,TV,,0,18432,,0
T0946,C183,2024-01-01,S001,West,I037,Chair,,-1,16706,,-16706
T0197,C175,2024/01/02,S004,North,I072,Laptop,Electronics,3,42699,1000,127097
T0645,C154,01-03-2024,S001,South,I089,Laptop,electronics,3,29098,500,86794
T0578,C180,2024/01/02,S001,West,I014,Laptop,,2,38085,1000,75170
T0390,C087,2024-02-05,S004,West,I015,TV,,4,13637,,54548
T0178,C072,2024-01-01,S004,North,I076,Table,electronics,2,42817,500,85134
T0967,C162,2024-01-01,S004,North,I088,TV,,2,9127,0,18254
T0553,C178,2024-02-05,S002,East,I093,TV,electronics,3,2636,0,7908
T0447,C036,2024-02-05,S001,West,I052,TV,,3,2625,1000,6875
T0499,C118,2024/01/02,S003,South,I055,Table,,0,9276,500,-500
T0014,C056,2024-02-05,S004,North,I006,Phone,Electronics,1,17841,,17841
T0622,C007,2024-01-01,S004,West,I056,Chair,,-1,4987,1000,-5987
T0668,C094,2024-02-05,S001,North,I054,Phone,electronics,0,24206,0,0
T0288,C116,01-03-2024,S003,East,I051,Phone,,2,14947,,29894
T0477,C109,01-03-2024,S001,West,I003,TV,Electronics,0,11352,500,-500
T0230,C019,2024/01/02,S001,West,I042,Phone,,0,4577,0,0
T0922,C123,2024-01-01,S004,East,I039,TV,Furniture,0,17855,,0
T0419,C052,01-03-2024,S004,South,I029,TV,electronics,2,19708,0,39416
T0156,C118,2024-02-05,S002,North,I009,Chair,Furniture,1,16195,500,15695
T0549,C011,01-03-2024,S003,East,I093,Laptop,Electronics,-2,6204,1000,-13408
T0440,C176,01-03-2024,S003,West,I006,TV,Furniture,-1,34010,,-34010
T0096,C016,2024/01/02,S004,East,I035,Phone,,-1,20793,,-20793
T0996,C063,2024-02-05,S004,West,I034,Chair,electronics,4,29503,500,117512
T0410,C041,2024-02-05,S004,East,I087,Phone,Furniture,0,12826,0,0
T0950,C093,2024-02-05,S003,South,I038,Laptop,,1,6998,0,6998
T0288,C156,2024/01/02,S002,West,I035,Table,Furniture,2,18072,0,36144
T0253,C146,2024-02-05,S003,East,I019,Laptop,,-2,45045,,-90090
T0195,C010,2024-02-05,S004,South,I048,Chair,,-2,45784,,-91568
T0597,C097,01-03-2024,S004,South,I095,Laptop,Furniture,0,42530,0,0
T0833,C177,01-03-2024,S002,North,I058,Laptop,Electronics,0,44974,,0
T0521,C070,2024-02-05,S001,West,I048,Chair,electronics,2,12782,1000,24564
T0516,C107,2024-01-01,S001,North,I089,Chair,Electronics,4,4442,500,17268
T0634,C057,2024-01-01,S003,South,I025,Phone,Furniture,2,48108,500,95716
T0841,C033,2024-02-05,S001,North,I035,TV,,3,3462,,10386
T0864,C019,2024-01-01,S001,North,I042,Table,Furniture,2,14683,1000,28366
T0117,C049,2024/01/02,S003,East,I098,Table,,0,34504,1000,-1000
T0805,C101,01-03-2024,S004,North,I042,Table,,1,47802,0,47802
T0908,C137,2024/01/02,S001,South,I098,Laptop,Electronics,0,11204,500,-500
T0158,C159,01-03-2024,S004,North,I075,Chair,Electronics,4,26148,500,104092
T0814,C051,2024-01-01,S003,West,I032,Chair,Furniture,0,47976,500,-500
T0227,C014,2024-01-01,S004,East,I099,Chair,electronics,-2,17728,,-35456
T0876,C083,2024-02-05,S004,South,I077,TV,Electronics,2,12029,1000,23058
T0215,C130,2024-01-01,S003,North,I096,Chair,,-1,26774,0,-26774
T0947,C036,2024-01-01,S004,West,I044,Chair,Furniture,2,43657,,87314
T0695,C125,2024-02-05,S001,South,I044,Laptop,Furniture,3,13368,0,40104
T0014,C039,2024-02-05,S001,North,I087,Phone,electronics,1,21790,,21790
T0156,C071,01-03-2024,S001,East,I014,Table,Furniture,1,30320,500,29820
T0647,C039,2024-01-01,S001,North,I094,Laptop,Electronics,2,10804,0,21608
T0260,C055,01-03-2024,S004,South,I016,Laptop,,2,4614,1000,8228
T0156,C150,01-03-2024,S001,South,I011,Laptop,Furniture,0,47290,1000,-1000
T0046,C103,2024/01/02,S004,South,I021,Table,Furniture,-1,24934,,-24934
T0323,C138,2024-01-01,S002,West,I022,Laptop,,4,48408,500,193132
T0843,C109,2024-01-01,S004,North,I089,Phone,Furniture,0,18842,,0
T0684,C191,2024/01/02,S001,North,I077,Chair,Furniture,-2,30992,0,-61984
T0129,C135,01-03-2024,S002,North,I011,Phone,electronics,-2,28087,1000,-57174
T0410,C092,2024-01-01,S003,East,I067,Chair,Electronics,1,38483,1000,37483
T0094,C093,01-03-2024,S004,West,I050,Chair,Furniture,1,14940,1000,13940
T0626,C055,2024/01/02,S001,West,I012,Laptop,Electronics,-1,35244,1000,-36244
T0754,C059,2024-02-05,S001,East,I056,Laptop,electronics,1,24871,0,24871
T0931,C137,01-03-2024,S001,West,I054,Table,Electronics,3,28833,1000,85499
T0291,C038,2024-01-01,S003,East,I081,TV,electronics,-2,19580,,-39160
T0793,C027,2024-02-05,S002,South,I027,Phone,Electronics,-1,20119,1000,-21119
T0810,C048,01-03-2024,S002,South,I043,Table,Electronics,-2,17045,0,-34090
T0282,C163,01-03-2024,S001,West,I018,Table,Furniture,2,11741,500,22982
T0068,C124,2024-02-05,S004,South,I045,Phone,Electronics,2,15332,500,30164
